Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.72;0.61;0.83;1.17;1.93;2.08;1.77;1.77;1.87;1.87;2.54;1.88;3.07
Price/Earnings;10.39;11.29;14.11;41.86;36.52;30.45;20.95;15.39;22.11;65.41;95.89;31.02;25.84
Price/Cash Flow;18.41;7.05;10.86;19.45;14.42;15.69;16.38;16.14;15.15;9.92;13.65;14.87;17.36
Price/Book;1.23;1.40;1.76;2.84;4.76;6.09;4.61;3.68;3.46;3.11;3.83;4.20;4.27
Price/Forward Earnings;9.59;9.11;13.09;14.29;19.12;17.57;14.35;13.74;16.05;18.69;16.72;16.47;—
PEG Ratio;0.48;0.46;0.87;0.95;1.28;1.10;0.96;0.92;1.19;1.38;1.15;1.13;—
Earnings Yield %;9.63;11.68;7.09;2.39;2.74;3.28;4.77;6.50;4.52;1.53;1.04;4.12;—
Enterprise Value (Mil);132.11;141.05;186.19;273.14;465.11;503.06;458.21;470.95;474.62;396.26;503.39;464.15;—
Enterprise Value/EBIT;8.56;8.37;10.84;25.28;23.42;16.13;14.33;12.23;15.54;36.86;51.43;19.18;—
Enterprise Value/EBITDA;7.19;7.24;9.44;18.39;18.92;14.33;12.67;10.86;13.62;26.06;35.05;15.84;—
