Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.29;1.06;1.47;1.41;1.48;0.96;1.11;0.65;0.26;0.33;0.38;0.70;3.01
Price/Earnings;13.57;22.80;22.35;32.63;20.27;19.47;22.32;6.50;—;6.79;3.82;13.96;25.53
Price/Cash Flow;17.18;7.23;15.41;12.16;11.15;9.11;8.77;7.48;2.97;2.03;2.25;6.32;17.03
Price/Book;1.45;1.52;2.24;2.39;3.21;1.87;2.41;1.44;0.76;1.25;1.47;1.52;4.19
Price/Forward Earnings;15.90;16.21;24.39;20.53;17.04;15.46;15.41;8.56;4.35;7.90;8.42;11.68;—
PEG Ratio;—;1.25;1.88;1.03;—;—;5.13;—;—;—;—;—;—
Earnings Yield %;7.37;4.39;4.47;3.07;4.93;5.14;4.48;15.38;-9.42;14.73;26.19;5.28;—
Enterprise Value (Bil);14.72;14.56;19.07;18.71;18.56;15.44;17.61;15.37;10.44;10.33;11.64;14.06;—
Enterprise Value/EBIT;9.74;12.11;17.29;16.18;14.54;13.97;15.48;9.64;—;8.65;6.53;13.33;—
Enterprise Value/EBITDA;6.98;8.09;11.03;10.29;9.93;7.87;9.09;6.95;21.10;5.83;4.99;11.76;—
