Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.25;1.32;0.96;0.55;0.48;0.83;0.88;0.73;0.73;0.32;0.31;0.67;1.23
Price/Earnings;17.10;20.02;15.34;11.54;568.00;14.77;—;50.47;—;—;10.65;43.62;9.97
Price/Cash Flow;14.67;24.30;13.20;4.32;63.21;14.88;23.39;—;21.22;6.44;4.64;20.37;4.65
Price/Book;2.22;2.40;1.97;1.21;1.20;1.57;1.05;0.71;0.94;1.02;1.12;1.11;0.94
Price/Forward Earnings;14.99;17.04;15.24;7.92;9.52;24.57;21.14;15.46;13.48;12.72;116.28;18.44;—
PEG Ratio;1.24;1.25;1.34;0.75;1.56;2.32;1.48;1.32;0.72;1.01;8.58;1.42;—
Earnings Yield %;5.85;5.00;6.52;8.67;0.18;6.77;-1.78;1.98;-23.29;-132.78;9.39;-34.31;—
Enterprise Value (Bil);6.74;9.43;7.26;4.84;4.15;5.37;9.47;6.38;8.89;3.71;4.52;7.27;—
Enterprise Value/EBIT;6.18;11.84;8.67;5.67;6.77;10.88;15.79;6.38;—;—;5.51;11.91;—
Enterprise Value/EBITDA;5.41;9.51;6.88;4.24;4.22;6.88;9.01;4.27;—;—;3.80;7.22;—
