Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;—;—;—;—;9.69;14.30;31.50;32.36;—;3.07
Price/Earnings;—;—;—;—;—;—;—;—;—;—;11.48;—;25.84
Price/Cash Flow;—;—;—;—;—;—;—;85.28;123.16;145.81;140.83;—;17.36
Price/Book;—;—;—;—;—;—;—;8.18;23.36;97.34;223.34;—;4.27
Price/Forward Earnings;—;—;—;—;—;—;—;—;—;192.31;175.44;—;—
PEG Ratio;—;—;—;—;—;—;—;—;—;3.66;3.86;—;—
Earnings Yield %;—;—;—;—;—;—;—;-5.82;-1.59;-0.53;-0.39;—;—
Enterprise Value (Bil);—;—;—;—;—;—;—;5.96;13.27;41.56;54.49;—;—
Enterprise Value/EBIT;—;—;—;—;—;—;—;—;—;—;-22.66;—;—
Enterprise Value/EBITDA;—;—;—;—;—;—;—;—;—;—;-25.16;—;—
