Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.67;0.59;0.70;1.04;1.19;1.20;1.55;0.84;0.57;0.73;0.65;0.92;3.07
Price/Earnings;17.04;23.37;20.64;19.71;19.52;22.30;23.03;19.18;15.21;11.34;7.68;17.20;25.84
Price/Cash Flow;—;7.68;7.01;68.58;29.34;32.59;17.65;16.43;10.15;6.02;19.06;15.48;17.36
Price/Book;1.15;1.21;1.50;2.45;2.59;2.64;3.23;1.78;1.32;1.95;1.84;2.07;4.27
Price/Forward Earnings;11.79;12.58;10.03;—;—;17.06;20.70;11.85;14.25;18.32;16.16;15.94;—
PEG Ratio;—;—;—;—;—;—;—;—;0.49;—;—;—;—
Earnings Yield %;5.87;4.28;4.84;5.07;5.12;4.49;4.34;5.21;6.57;8.82;13.02;6.41;—
Enterprise Value (Mil);71.91;66.47;121.27;220.56;257.37;324.95;422.63;384.25;322.42;430.57;472.26;367.69;—
Enterprise Value/EBIT;11.20;14.29;17.61;13.88;13.31;16.78;17.19;15.55;14.86;10.20;7.71;14.20;—
Enterprise Value/EBITDA;7.73;9.56;13.38;11.20;11.11;13.54;14.09;12.00;10.68;8.59;6.77;11.21;—
