Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.60;1.71;1.70;2.19;2.06;2.50;2.70;2.59;2.85;2.57;2.59;2.64;3.07
Price/Earnings;16.33;14.57;14.38;18.22;17.91;20.32;18.36;18.93;20.25;14.25;16.85;18.71;25.84
Price/Cash Flow;4.80;4.81;5.22;6.54;6.96;8.41;9.28;7.34;8.80;10.10;9.51;8.79;17.36
Price/Book;1.35;1.41;1.36;1.68;1.54;1.79;1.85;1.78;1.82;1.54;1.64;1.81;4.27
Price/Forward Earnings;14.33;11.67;11.86;17.83;15.97;18.59;18.94;17.57;18.52;15.82;16.53;18.02;—
PEG Ratio;2.49;2.29;3.51;4.39;2.44;3.88;2.46;3.28;3.39;3.95;4.60;3.53;—
Earnings Yield %;6.12;6.87;6.95;5.49;5.58;4.92;5.45;5.28;4.94;7.02;5.93;5.43;—
Enterprise Value (Bil);8.62;8.98;9.08;10.97;10.87;12.92;14.34;14.70;15.65;15.65;16.44;14.75;—
Enterprise Value/EBIT;11.44;10.49;10.44;12.76;13.29;14.91;14.38;16.58;19.17;17.61;18.26;16.83;—
Enterprise Value/EBITDA;6.92;6.72;6.64;8.15;7.93;9.02;9.04;9.54;10.59;9.98;10.34;9.76;—
