Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;—;4.97;4.63;7.27;6.81;7.55;13.69;15.21;8.16;3.07
Price/Earnings;—;—;—;—;38.54;35.24;57.52;48.61;50.78;88.38;66.66;57.13;25.84
Price/Cash Flow;—;—;—;—;18.05;16.28;24.90;24.25;29.04;47.33;56.17;38.86;17.36
Price/Book;—;—;—;—;3.35;3.36;5.72;6.53;7.70;14.85;17.68;7.93;4.27
Price/Forward Earnings;—;—;—;—;24.33;22.68;32.47;29.24;30.96;52.36;63.69;36.65;—
PEG Ratio;—;—;—;—;0.43;1.52;1.47;1.25;2.00;2.35;2.88;1.96;—
Earnings Yield %;—;—;—;—;2.60;2.84;1.74;2.06;1.97;1.13;1.50;1.90;—
Enterprise Value (Bil);—;—;—;—;41.62;42.54;83.56;91.13;121.39;269.26;339.63;127.61;—
Enterprise Value/EBIT;—;—;—;—;28.76;27.69;46.84;34.17;41.46;63.40;57.53;43.42;—
Enterprise Value/EBITDA;—;—;—;—;20.57;19.03;32.76;26.44;31.64;50.22;47.84;32.74;—
