Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.88;1.93;2.19;2.22;1.30;1.07;1.26;1.04;1.48;1.67;2.24;1.21;3.07
Price/Earnings;13.31;13.37;15.32;15.58;9.68;9.46;13.65;9.77;13.39;12.81;12.18;10.80;25.84
Price/Cash Flow;10.63;9.85;12.73;12.85;9.41;6.47;8.01;8.56;10.55;7.44;6.95;7.99;17.36
Price/Book;6.19;4.78;6.83;5.79;3.56;2.50;2.60;2.30;3.19;3.26;5.59;2.69;4.27
Price/Forward Earnings;12.36;12.59;14.20;15.48;10.11;11.15;16.98;—;—;—;—;11.92;—
PEG Ratio;1.08;1.17;1.32;3.87;—;—;—;—;—;—;—;—;—
Earnings Yield %;7.51;7.48;6.53;6.42;10.33;10.57;7.33;10.24;7.47;7.81;8.21;9.65;—
Enterprise Value (Bil);1.86;1.90;2.38;2.33;1.34;0.90;0.90;0.72;1.45;1.42;2.38;1.03;—
Enterprise Value/EBIT;8.22;7.65;9.16;9.08;5.57;4.96;7.01;5.56;11.83;9.89;9.14;7.34;—
Enterprise Value/EBITDA;7.20;6.73;8.12;8.08;4.92;4.20;5.62;4.58;9.86;8.60;8.48;6.50;—
