Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.88;0.71;0.81;0.55;0.46;0.40;0.58;0.84;1.07;2.48;2.90;1.00;3.01
Price/Earnings;18.79;24.53;74.31;100.00;28.41;26.19;23.24;12.94;24.65;48.37;52.86;25.78;25.53
Price/Cash Flow;40.67;5.16;14.97;—;—;—;—;—;—;—;—;—;17.03
Price/Book;2.61;1.69;1.65;1.15;1.02;0.86;1.26;1.79;2.06;5.44;5.13;2.12;4.19
Price/Forward Earnings;15.17;14.18;26.74;42.37;21.55;16.92;16.53;17.42;20.58;43.48;50.76;22.93;—
PEG Ratio;0.86;0.85;2.67;5.30;3.59;2.82;1.07;0.99;1.18;2.49;2.54;1.65;—
Earnings Yield %;5.32;4.08;1.35;1.00;3.52;3.82;4.30;7.73;4.06;2.07;1.89;4.49;—
Enterprise Value (Bil);0.90;0.59;0.59;0.42;0.37;0.36;0.56;0.84;1.11;2.85;3.53;1.09;—
Enterprise Value/EBIT;17.70;20.03;54.31;45.67;21.22;27.52;18.89;15.65;21.01;43.56;42.34;23.99;—
Enterprise Value/EBITDA;14.29;12.13;18.88;13.58;9.00;9.49;10.21;10.19;12.25;26.58;28.07;13.19;—
