Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;0.96;0.44;0.77;1.12;0.39;0.11;0.24;0.24;0.50;3.07
Price/Earnings;—;—;—;9.00;21.76;9.20;32.46;1.49;—;—;4.72;9.14;25.84
Price/Cash Flow;—;—;—;4.83;1.95;2.95;5.59;4.40;1.95;5.09;2.41;4.24;17.36
Price/Book;—;—;—;—;—;3.16;4.52;0.68;0.38;0.59;0.64;5.52;4.27
Price/Forward Earnings;—;—;—;10.28;9.12;13.11;15.80;5.02;5.56;-7.50;5.34;12.95;—
PEG Ratio;—;—;—;20.97;—;5.46;3.16;1.00;—;—;—;—;—
Earnings Yield %;—;—;—;11.11;4.60;10.87;3.08;67.32;-22.14;-17.02;-0.64;-4.05;—
Enterprise Value (Bil);—;—;—;1.87;1.21;1.13;1.46;1.62;1.41;1.41;1.40;1.44;—
Enterprise Value/EBIT;—;—;—;11.02;19.45;7.54;14.37;3.18;57.37;—;15.11;14.90;—
Enterprise Value/EBITDA;—;—;—;7.33;8.02;4.76;7.69;2.49;7.89;13.77;5.77;7.24;—
