Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;4.76;5.16;5.54;6.85;6.61;7.76;7.69;5.75;7.17;5.64;6.68;6.77;3.01
Price/Earnings;63.13;55.75;48.88;38.17;42.75;46.37;34.40;23.17;39.44;12.74;22.21;30.08;25.53
Price/Cash Flow;12.26;13.78;12.91;16.29;14.38;16.38;15.55;10.95;14.79;11.91;12.88;13.78;17.03
Price/Book;2.20;2.38;2.23;2.81;2.67;2.44;2.42;1.83;2.39;1.80;2.06;2.16;4.19
Price/Forward Earnings;38.02;37.59;42.19;22.08;37.59;36.23;—;—;31.95;—;—;39.71;—
PEG Ratio;9.08;10.30;11.54;4.02;6.83;6.58;—;—;—;—;—;9.73;—
Earnings Yield %;1.58;1.79;2.05;2.62;2.34;2.16;2.91;4.32;2.54;7.85;4.50;4.12;—
Enterprise Value (Bil);4.07;4.57;5.30;6.15;6.69;7.04;7.25;6.12;7.31;6.50;7.19;6.87;—
Enterprise Value/EBIT;38.89;31.14;33.07;31.02;35.45;36.10;31.68;24.19;34.47;15.55;23.73;27.87;—
Enterprise Value/EBITDA;16.68;14.97;15.76;15.58;16.96;16.97;15.89;12.65;15.90;9.79;13.21;14.13;—
