Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.31;0.37;0.34;0.42;0.42;0.62;0.73;0.67;0.70;0.48;0.59;0.63;1.89
Price/Earnings;12.31;20.04;19.63;21.49;22.74;34.94;45.09;30.57;34.69;40.93;93.70;39.07;18.67
Price/Cash Flow;20.14;11.27;8.28;7.77;16.15;15.42;32.45;60.62;56.29;19.70;23.16;35.57;10.50
Price/Book;2.22;2.66;2.14;2.33;2.33;3.42;4.86;3.27;4.03;3.62;4.76;3.91;1.64
Price/Forward Earnings;12.76;14.47;15.70;17.64;18.02;21.23;28.01;20.04;27.25;26.53;20.33;25.68;—
PEG Ratio;4.25;2.00;2.17;2.44;—;—;—;—;—;—;—;—;—
Earnings Yield %;8.13;4.99;5.09;4.65;4.40;2.86;2.22;3.27;2.88;2.44;1.07;2.79;—
Enterprise Value (Bil);3.60;4.89;3.92;4.07;4.55;6.21;9.26;8.83;11.50;10.80;13.60;9.48;—
Enterprise Value/EBIT;9.07;15.41;14.03;16.96;17.47;25.16;32.56;21.29;25.47;28.15;52.33;27.44;—
Enterprise Value/EBITDA;6.88;10.42;9.25;10.11;9.98;15.91;18.89;14.52;16.75;16.05;25.76;16.82;—
