Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;3.43;3.04;2.12;2.17;1.86;1.29;0.43;0.43;1.03;0.77;1.25;0.84;3.01
Price/Earnings;19.74;15.56;13.94;34.52;20.38;—;9.50;4.61;13.09;—;34.60;17.13;25.53
Price/Cash Flow;8.57;10.85;8.65;9.79;8.53;6.37;2.63;4.70;6.09;5.96;7.49;6.00;17.03
Price/Book;2.58;2.84;2.11;3.15;2.78;3.03;0.81;0.56;1.06;0.91;1.39;1.27;4.19
Price/Forward Earnings;13.26;14.33;12.67;16.78;17.79;23.15;5.59;—;11.15;11.10;28.74;13.93;—
PEG Ratio;0.53;1.09;0.97;1.28;—;—;—;—;0.56;0.56;1.44;—;—
Earnings Yield %;5.07;6.43;7.17;2.90;4.91;-12.16;10.53;21.71;7.64;-27.03;-12.75;1.70;—
Enterprise Value (Mil);492.43;545.02;411.40;628.07;550.26;372.38;141.78;93.10;181.74;141.08;206.10;195.84;—
Enterprise Value/EBIT;10.01;9.37;8.27;22.89;12.78;—;7.39;4.36;12.16;—;24.23;44.17;—
Enterprise Value/EBITDA;7.70;7.73;6.42;11.41;8.24;—;4.51;2.96;7.49;—;7.33;9.12;—
