Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.29;0.35;0.68;1.06;0.82;1.01;7.63;4.31;2.71;3.01;2.98;4.88;3.07
Price/Earnings;—;—;16.15;—;—;—;—;—;—;—;45.13;210.46;25.84
Price/Cash Flow;—;4.35;—;—;14.71;—;—;—;—;17.98;14.32;35.26;17.36
Price/Book;0.41;0.62;1.28;1.80;1.87;1.29;2.31;2.02;2.07;2.58;2.77;2.29;4.27
Price/Forward Earnings;13.50;-175.44;312.50;37.59;17.83;—;—;-5.79;-22.17;250.00;83.33;—;—
PEG Ratio;—;—;20.53;2.50;—;—;—;—;—;16.47;5.55;—;—
Earnings Yield %;-2.78;-18.04;6.19;-19.92;-0.32;-1.16;-11.32;-16.41;-18.15;-1.52;2.22;-9.88;—
Enterprise Value (Mil);49.62;78.20;163.40;151.16;132.99;68.55;157.98;154.63;153.95;192.93;214.85;167.90;—
Enterprise Value/EBIT;—;34.65;—;—;37.32;—;—;—;—;—;-9.56;-22.93;—
Enterprise Value/EBITDA;9.43;6.66;19.89;—;16.03;17.88;—;—;—;—;19.13;-7.07;—
