Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.20;0.26;0.36;0.59;0.86;1.10;1.09;0.60;0.47;0.72;0.70;0.82;1.50
Price/Earnings;5.70;5.37;7.44;9.26;13.18;13.19;12.98;7.81;8.34;8.80;7.02;10.54;24.83
Price/Cash Flow;2.32;2.60;4.19;5.57;7.41;10.22;8.11;7.01;4.22;4.69;4.68;7.01;11.13
Price/Book;0.59;0.71;0.94;1.37;1.77;2.22;2.07;1.06;0.83;1.12;0.99;1.51;1.87
Price/Forward Earnings;—;5.76;—;—;—;—;—;—;—;—;—;—;—
PEG Ratio;—;0.63;—;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;17.55;18.64;13.45;10.80;7.59;7.58;7.70;12.80;11.99;11.36;14.24;10.15;—
Enterprise Value (Mil);216.68;211.62;268.42;372.10;500.25;681.21;685.17;409.88;392.53;508.08;423.91;534.09;—
Enterprise Value/EBIT;8.59;6.02;7.73;8.47;9.94;10.27;9.92;6.39;7.43;6.86;5.01;8.16;—
Enterprise Value/EBITDA;8.59;3.46;4.43;5.41;6.66;7.34;7.09;4.54;4.80;4.73;3.56;5.70;—
