Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.16;0.18;0.19;0.23;0.22;0.26;0.21;0.17;0.19;0.25;0.27;0.21;3.07
Price/Earnings;8.95;28.96;—;22.17;21.68;15.88;20.90;33.61;—;18.72;5.42;34.47;25.84
Price/Cash Flow;16.22;—;3.64;5.72;10.84;14.98;9.92;—;11.50;—;10.99;28.69;17.36
Price/Book;0.69;0.95;1.30;1.54;1.69;1.58;1.38;1.35;2.16;1.68;1.90;1.56;4.27
Price/Forward Earnings;8.72;17.36;11.31;12.08;10.22;11.51;12.53;10.19;18.80;12.63;10.80;14.10;—
PEG Ratio;0.87;1.93;1.45;0.21;0.75;1.00;1.02;0.20;0.97;—;—;0.89;—
Earnings Yield %;11.17;3.45;-2.34;4.51;4.61;6.30;4.79;2.98;-16.30;5.35;18.43;0.06;—
Enterprise Value (Bil);13.00;16.50;17.28;17.44;13.92;15.53;15.06;15.14;15.28;16.63;19.24;15.32;—
Enterprise Value/EBIT;9.81;24.78;33.55;13.13;11.71;14.14;17.65;19.49;—;17.02;6.35;18.54;—
Enterprise Value/EBITDA;7.06;13.35;15.80;9.08;7.95;9.46;10.41;10.81;—;11.71;5.56;10.52;—
