Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.07;2.61;2.62;2.39;1.30;2.42;3.42;3.28;4.01;3.60;3.56;3.50;3.07
Price/Earnings;13.09;15.95;17.61;21.88;11.42;4.98;34.57;29.78;27.97;45.33;39.36;31.64;25.84
Price/Cash Flow;9.99;11.93;12.53;12.72;10.10;15.88;17.54;19.53;23.96;20.89;21.30;20.11;17.36
Price/Book;3.99;5.25;4.87;4.73;2.67;2.76;3.70;3.70;5.42;4.73;4.85;4.42;4.27
Price/Forward Earnings;10.63;13.51;13.28;15.63;26.74;20.75;24.21;20.04;22.08;23.04;24.04;24.12;—
PEG Ratio;1.07;1.44;1.48;2.67;—;1.12;1.63;1.44;1.73;2.57;1.96;1.92;—
Earnings Yield %;7.64;6.27;5.68;4.57;8.75;20.07;2.89;3.36;3.58;2.21;2.54;5.33;—
Enterprise Value (Bil);30.10;39.07;44.46;46.94;21.50;24.36;35.20;34.39;45.05;43.13;44.35;38.58;—
Enterprise Value/EBIT;10.67;13.01;15.73;18.42;8.86;4.89;27.39;21.05;26.42;43.09;31.12;26.16;—
Enterprise Value/EBITDA;8.59;10.52;12.43;13.24;6.26;4.24;17.19;14.17;18.05;23.70;19.57;17.70;—
