Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.61;2.58;3.29;2.80;2.05;3.31;2.99;2.78;2.38;2.34;2.98;2.80;3.01
Price/Earnings;17.99;18.70;23.18;19.75;—;—;16.64;11.30;13.26;—;58.66;20.80;25.53
Price/Cash Flow;6.85;5.97;8.15;6.50;4.23;8.16;6.90;7.21;5.82;4.88;6.23;6.64;17.03
Price/Book;2.44;2.10;2.72;2.43;1.79;3.16;2.76;2.28;1.88;1.90;2.29;2.38;4.19
Price/Forward Earnings;15.90;14.33;18.62;16.37;10.96;18.87;18.80;14.66;14.49;11.11;12.56;15.43;—
PEG Ratio;3.70;3.44;4.47;1.03;1.55;—;—;—;—;—;—;—;—
Earnings Yield %;5.56;5.35;4.31;5.06;-10.53;-6.06;6.01;8.85;7.54;-3.43;1.70;3.10;—
Enterprise Value (Bil);5.61;5.81;7.56;7.56;5.59;6.78;6.53;6.32;6.20;6.39;7.36;6.49;—
Enterprise Value/EBIT;11.21;12.36;14.36;12.95;—;—;11.57;12.67;12.49;530.40;29.01;93.86;—
Enterprise Value/EBITDA;7.72;7.73;8.86;7.81;—;—;8.28;8.54;8.03;20.08;12.81;11.04;—
