Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.51;0.62;0.76;0.68;0.35;0.74;1.01;0.95;1.04;0.81;0.80;0.88;3.01
Price/Earnings;52.77;—;—;—;—;—;58.28;29.21;19.84;—;148.27;64.24;25.53
Price/Cash Flow;4.69;9.53;8.99;7.34;4.89;7.97;11.12;8.78;12.85;—;38.05;14.57;17.03
Price/Book;1.14;2.33;4.14;2.82;2.75;4.35;8.98;6.04;2.56;1.99;2.43;5.72;4.19
Price/Forward Earnings;12.52;19.34;28.82;15.75;15.75;28.33;25.19;—;13.62;23.20;24.39;22.24;—
PEG Ratio;0.83;1.61;2.82;1.54;—;—;—;—;—;2.32;—;—;—
Earnings Yield %;1.90;-13.40;-20.59;-0.32;-5.20;-7.13;1.72;3.42;5.04;-1.78;-1.38;0.17;—
Enterprise Value (Bil);2.47;2.77;3.21;2.27;1.43;1.69;2.06;2.16;2.55;2.69;2.96;2.20;—
Enterprise Value/EBIT;27.05;—;—;30.41;29.22;—;21.63;11.51;14.98;65.18;58.67;71.97;—
Enterprise Value/EBITDA;6.13;27.40;—;8.92;6.79;12.69;9.13;6.75;8.37;13.68;13.73;9.99;—
