Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;4.49;6.41;6.60;8.93;11.90;9.67;9.57;8.99;9.46;9.81;13.07;9.57;3.07
Price/Earnings;532.00;—;8,542.34;156.93;133.13;50.51;44.49;34.15;34.22;40.01;54.45;41.26;25.84
Price/Cash Flow;12.44;15.32;15.77;20.35;24.41;18.70;18.41;17.36;18.14;19.22;24.98;18.48;17.36
Price/Book;1.83;1.94;2.15;2.81;3.46;2.76;3.26;3.17;3.36;3.82;5.03;3.33;4.27
Price/Forward Earnings;—;35.71;40.16;55.56;—;—;36.10;—;—;—;—;—;—
PEG Ratio;—;—;—;—;—;—;6.01;—;—;—;—;—;—
Earnings Yield %;0.19;-0.89;0.01;0.64;0.75;1.98;2.25;2.93;2.92;2.50;1.84;2.50;—
Enterprise Value (Bil);1.94;2.94;3.26;4.70;6.53;6.29;6.85;7.01;7.91;8.60;11.75;7.50;—
Enterprise Value/EBIT;43.73;82.34;64.47;63.17;70.79;41.90;37.84;31.91;31.67;35.07;43.53;35.97;—
Enterprise Value/EBITDA;17.07;19.05;18.85;24.30;26.57;20.13;20.51;19.36;19.15;21.07;26.56;20.26;—
