Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.14;0.17;0.26;0.23;0.24;0.22;0.17;0.14;0.15;0.15;0.18;0.17;1.50
Price/Earnings;—;113.79;50.54;19.77;18.64;18.31;19.19;—;—;25.98;20.13;47.46;24.83
Price/Cash Flow;4.37;6.67;10.07;9.38;6.53;5.80;4.92;3.86;4.44;3.43;3.93;4.58;11.13
Price/Book;1.99;1.77;2.66;2.28;2.13;1.75;1.41;1.38;1.44;1.22;1.34;1.44;1.87
Price/Forward Earnings;10.95;15.22;16.08;14.43;14.53;12.58;17.33;12.64;10.20;10.50;11.83;13.13;—
PEG Ratio;0.76;—;1.22;1.28;2.16;2.08;—;1.58;0.60;1.47;1.65;1.72;—
Earnings Yield %;-5.12;0.88;1.98;5.06;5.37;5.46;5.21;-11.40;-0.60;3.85;4.97;0.75;—
Enterprise Value (Bil);34.23;22.70;31.43;30.95;31.53;29.54;26.87;23.27;28.33;25.63;25.21;26.20;—
Enterprise Value/EBIT;29.06;19.55;19.97;14.34;14.03;14.81;14.85;—;28.70;17.10;15.25;19.94;—
Enterprise Value/EBITDA;11.47;8.19;10.01;8.56;8.35;8.37;7.88;15.22;9.62;6.66;6.39;9.29;—
