Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.84;0.82;0.95;0.95;0.93;1.51;1.13;0.60;0.79;1.23;1.38;1.04;3.07
Price/Earnings;19.52;23.01;25.08;26.56;24.97;33.56;34.62;—;—;101.54;40.37;43.66;25.84
Price/Cash Flow;66.53;26.86;21.44;75.84;33.41;14.79;27.79;65.68;12.69;10.03;9.33;20.64;17.36
Price/Book;1.40;1.39;1.55;1.52;1.53;2.41;2.00;1.05;1.53;2.10;2.16;1.80;4.27
Price/Forward Earnings;13.79;15.24;17.73;19.08;19.31;23.42;20.12;—;—;—;—;19.04;—
PEG Ratio;0.94;0.95;1.11;5.30;—;—;—;—;—;—;—;—;—
Earnings Yield %;5.12;4.35;3.99;3.76;4.00;2.98;2.89;-0.36;-0.64;0.98;2.48;1.14;—
Enterprise Value (Bil);0.68;0.68;0.82;0.89;0.93;1.51;1.29;0.68;0.92;1.20;1.22;1.11;—
Enterprise Value/EBIT;12.38;12.82;14.92;16.49;15.42;20.07;21.99;214.42;—;2,347.92;29.95;41.96;—
Enterprise Value/EBITDA;9.22;8.93;10.63;11.44;10.99;15.19;15.23;22.28;86.54;45.39;17.73;32.73;—
