Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.34;0.46;1.91;1.76;0.72;0.47;0.83;0.39;1.20;1.38;1.90;0.86;3.07
Price/Earnings;3.64;—;—;—;—;—;14.81;12.94;32.55;—;47.91;26.79;25.84
Price/Cash Flow;5.39;—;—;—;—;—;11.53;10.05;590.80;—;15.55;62.86;17.36
Price/Book;0.69;0.38;0.99;1.83;1.13;0.84;1.66;0.69;1.18;1.10;1.56;1.17;4.27
Price/Forward Earnings;14.56;-1.97;-4.19;—;-17.39;-6.64;15.38;227.27;51.02;-128.21;22.83;98.52;—
PEG Ratio;0.58;—;—;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;27.50;-86.34;-30.32;-13.14;-10.38;-12.47;6.75;7.73;3.07;-4.39;-1.31;2.51;—
Enterprise Value (Mil);12.88;-11.90;29.51;73.31;65.92;38.59;105.71;14.45;55.57;55.08;100.46;59.34;—
Enterprise Value/EBIT;0.34;—;—;—;—;—;10.14;1.47;9.22;—;344.03;-2.30;—
Enterprise Value/EBITDA;0.31;—;—;—;—;—;8.18;1.24;7.20;55.63;66.97;20.89;—
