Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.63;1.91;2.45;2.51;2.81;2.20;2.63;2.24;1.50;1.07;1.54;2.01;1.50
Price/Earnings;22.58;14.79;20.58;19.76;—;18.21;19.97;20.97;13.85;15.20;27.97;19.23;24.83
Price/Cash Flow;6.55;12.38;2,485.80;—;12.47;10.71;6.05;6.60;101.98;—;62.98;20.89;11.13
Price/Book;1.30;1.59;1.96;1.88;2.84;2.68;2.97;2.63;2.38;1.74;1.86;2.52;1.87
Price/Forward Earnings;14.90;14.88;18.94;—;21.74;23.31;26.46;14.86;14.90;12.12;15.15;18.90;—
PEG Ratio;14.91;—;—;—;—;—;1.84;2.05;3.95;—;0.95;—;—
Earnings Yield %;4.43;6.76;4.86;5.06;-0.66;5.49;5.01;4.77;7.22;6.58;3.58;5.88;—
Enterprise Value (Bil);5.08;6.91;8.78;9.41;10.43;8.73;9.96;5.03;5.15;3.71;5.17;6.84;—
Enterprise Value/EBIT;20.22;9.24;13.11;12.36;—;13.56;14.16;8.15;4.91;5.14;12.28;9.82;—
Enterprise Value/EBITDA;20.22;8.42;11.90;11.27;—;12.07;12.46;6.95;3.43;4.20;8.95;8.30;—
