Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.59;0.70;0.88;0.90;1.21;1.34;1.27;1.18;1.56;1.22;1.70;1.34;1.50
Price/Earnings;9.68;10.76;14.16;16.07;19.42;18.23;18.92;16.52;24.04;21.20;40.38;20.25;24.83
Price/Cash Flow;6.81;10.50;13.89;16.31;23.91;25.27;18.92;28.36;22.63;10.39;12.89;22.41;11.13
Price/Book;1.55;1.87;2.36;2.30;3.07;3.28;3.05;2.76;3.74;2.68;3.22;3.13;1.87
Price/Forward Earnings;8.77;9.15;12.29;12.50;16.39;16.81;15.85;13.39;19.16;27.47;27.40;20.43;—
PEG Ratio;0.99;0.97;1.30;1.33;—;—;—;—;—;—;—;—;—
Earnings Yield %;10.34;9.29;7.06;6.22;5.15;5.49;5.29;6.05;4.16;4.72;2.48;5.09;—
Enterprise Value (Bil);0.52;0.78;1.03;1.16;1.79;2.28;2.31;2.47;3.95;3.07;3.89;2.79;—
Enterprise Value/EBIT;5.62;6.65;9.08;10.90;12.73;13.37;13.18;12.76;17.66;14.70;28.48;14.60;—
Enterprise Value/EBITDA;4.98;6.20;8.34;9.96;11.83;12.53;12.32;11.90;15.12;11.21;19.08;12.88;—
