Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.76;1.49;2.26;1.93;1.57;1.69;1.78;0.99;1.10;1.41;1.48;1.33;3.01
Price/Earnings;8.47;13.79;15.34;12.30;10.06;17.89;23.06;5.16;19.27;36.27;27.67;16.97;25.53
Price/Cash Flow;8.66;8.52;12.02;8.32;6.58;9.33;11.04;4.96;7.40;8.73;7.79;7.72;17.03
Price/Book;1.55;2.83;3.59;2.86;2.19;2.09;3.39;1.52;1.55;1.75;1.87;1.95;4.19
Price/Forward Earnings;11.31;13.42;11.93;10.40;10.31;14.35;15.87;8.53;15.46;31.95;11.43;17.18;—
PEG Ratio;1.89;2.24;1.99;1.73;—;—;—;—;—;—;—;—;—
Earnings Yield %;11.80;7.25;6.52;8.13;9.94;5.59;4.34;19.37;5.19;2.76;3.61;7.49;—
Enterprise Value (Bil);2.69;5.15;8.18;8.07;6.59;10.67;16.42;10.38;11.32;13.27;14.27;11.81;—
Enterprise Value/EBIT;4.97;8.20;9.57;7.42;5.95;16.00;15.92;6.41;14.30;33.93;20.86;14.82;—
Enterprise Value/EBITDA;4.00;6.67;8.13;6.32;4.89;11.12;10.07;4.63;7.63;11.48;9.76;8.16;—
