Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.18;0.18;0.24;0.22;0.21;0.24;0.28;0.22;0.24;0.20;0.22;0.23;3.07
Price/Earnings;7.16;8.50;13.09;10.92;10.27;13.56;19.81;—;32.40;—;24.86;19.92;25.84
Price/Cash Flow;25.80;6.39;12.55;18.70;9.98;24.28;—;14.37;5.61;5.31;8.23;11.36;17.36
Price/Book;1.15;1.02;1.35;1.22;1.22;1.27;0.90;0.85;1.07;0.92;1.01;0.98;4.27
Price/Forward Earnings;7.08;6.88;9.75;9.56;9.07;13.53;12.08;8.89;17.12;20.79;9.40;12.03;—
PEG Ratio;0.62;—;1.87;1.23;1.13;2.33;2.07;1.03;2.79;1.27;0.41;1.37;—
Earnings Yield %;13.96;11.76;7.64;9.16;9.73;7.37;5.05;-2.60;3.09;-2.51;4.02;2.33;—
Enterprise Value (Bil);5.90;5.36;7.28;7.12;6.94;7.59;5.74;5.13;5.68;4.67;5.16;5.67;—
Enterprise Value/EBIT;6.18;7.02;10.07;8.91;8.49;10.60;14.85;16.61;18.95;—;32.64;16.87;—
Enterprise Value/EBITDA;5.69;6.10;8.62;7.56;7.22;8.98;9.83;9.75;11.48;28.40;14.26;13.06;—
