Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.00;0.01;0.14;0.70;0.72;0.69;0.63;0.34;0.28;0.29;0.90;0.45;3.07
Price/Earnings;—;—;7.43;—;6.05;5.13;13.14;12.95;8.10;—;2.81;9.94;25.84
Price/Cash Flow;0.24;0.21;2.33;26.05;4.39;4.48;5.29;4.66;3.29;—;15.68;4.82;17.36
Price/Book;—;—;—;7.52;7.03;5.39;6.27;—;76.76;—;78.85;15.01;4.27
Price/Forward Earnings;—;—;8.31;—;7.00;9.80;9.91;6.16;4.99;-3.23;—;7.54;—
PEG Ratio;—;—;—;—;—;—;—;0.28;0.78;—;—;—;—
Earnings Yield %;-837.14;-704.40;13.47;-16.41;16.53;19.49;7.61;7.72;12.34;-87.57;-70.16;-8.18;—
Enterprise Value (Bil);7.44;4.91;10.40;46.60;38.14;40.78;43.81;34.70;41.55;42.72;47.76;40.83;—
Enterprise Value/EBIT;—;—;17.74;38.80;6.57;8.14;10.43;13.07;13.08;—;183.85;21.39;—
Enterprise Value/EBITDA;8.20;—;17.74;38.80;6.57;8.14;10.43;13.07;13.08;—;183.85;20.71;—
