Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.56;0.85;1.16;1.17;1.30;1.86;2.03;1.86;2.17;1.77;1.71;1.92;3.07
Price/Earnings;14.15;13.74;22.54;22.64;18.80;19.92;21.91;17.11;23.67;44.47;25.37;24.19;25.84
Price/Cash Flow;5.37;4.75;7.21;15.58;7.98;8.71;12.25;8.00;9.39;6.99;12.22;9.32;17.36
Price/Book;1.59;1.40;1.43;1.53;1.64;1.67;1.82;1.67;1.85;1.45;1.51;1.67;4.27
Price/Forward Earnings;14.79;9.73;11.21;16.89;17.61;18.25;20.16;19.88;21.55;15.72;16.56;19.11;—
PEG Ratio;3.70;2.78;3.20;4.83;—;—;—;—;—;3.49;—;—;—
Earnings Yield %;7.07;7.28;4.44;4.42;5.32;5.02;4.56;5.85;4.23;2.25;3.94;4.55;—
Enterprise Value (Bil);1.28;1.27;2.43;4.43;4.75;5.43;6.19;6.38;7.36;6.68;7.36;6.39;—
Enterprise Value/EBIT;10.78;11.36;24.51;27.13;17.37;18.66;18.87;22.30;—;—;24.21;22.10;—
Enterprise Value/EBITDA;8.07;8.24;16.36;17.96;11.75;12.67;12.84;14.04;—;—;14.52;13.79;—
