Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.27;1.63;2.33;1.70;1.22;1.50;1.50;1.29;1.70;1.27;1.43;1.44;3.07
Price/Earnings;13.44;17.25;23.63;16.62;16.06;41.78;30.53;—;26.47;32.90;44.31;160.33;25.84
Price/Cash Flow;25.14;14.95;22.69;16.42;9.95;18.29;24.15;18.83;21.24;16.96;17.63;20.69;17.36
Price/Book;2.33;3.74;5.99;4.20;3.22;3.68;3.14;3.08;3.72;2.86;3.07;3.28;4.27
Price/Forward Earnings;11.45;14.14;20.16;14.35;13.39;21.83;23.15;17.70;20.33;23.15;25.77;22.39;—
PEG Ratio;0.92;0.94;1.34;1.25;1.34;2.18;2.31;1.47;1.69;2.89;3.22;2.35;—
Earnings Yield %;7.44;5.80;4.23;6.02;6.23;2.39;3.28;-1.00;3.78;3.04;2.26;2.52;—
Enterprise Value (Bil);5.80;7.69;11.81;9.04;6.87;7.62;6.59;5.94;7.49;5.75;6.12;6.57;—
Enterprise Value/EBIT;9.74;11.74;15.89;11.91;11.41;25.28;18.50;26.58;19.19;19.86;28.08;22.25;—
Enterprise Value/EBITDA;8.26;10.09;13.92;10.39;9.43;18.31;13.91;17.51;15.08;14.85;19.11;16.04;—
