Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.33;2.17;2.58;3.43;2.10;2.52;2.62;2.19;2.45;3.48;9.80;2.69;3.01
Price/Earnings;—;—;57.84;27.54;15.55;19.88;25.09;20.64;30.78;—;27.11;21.64;25.53
Price/Cash Flow;18.44;17.47;15.30;18.34;8.70;10.47;10.71;8.97;11.03;577.54;681.81;51.08;17.03
Price/Book;1.07;1.04;1.35;1.73;1.06;1.25;1.23;0.97;1.23;0.95;1.33;1.08;4.19
Price/Forward Earnings;78.13;14.71;30.21;14.73;15.95;57.80;23.04;—;—;-12.14;—;21.46;—
PEG Ratio;7.36;1.57;3.23;1.57;—;—;—;—;—;—;—;—;—
Earnings Yield %;-0.66;-1.00;1.73;3.63;6.43;5.03;3.99;4.85;3.25;-3.27;-26.98;3.20;—
Enterprise Value (Bil);2.66;2.74;3.27;3.98;2.93;3.00;3.04;2.62;3.39;2.83;3.14;2.91;—
Enterprise Value/EBIT;60.43;86.60;35.11;23.90;15.43;16.94;21.78;19.73;27.20;431.80;478.54;41.24;—
Enterprise Value/EBITDA;18.98;20.54;15.52;14.87;10.14;10.82;12.75;11.18;14.13;22.71;25.17;12.04;—
