Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;5.86;7.59;9.25;9.54;7.40;6.57;6.79;5.07;8.01;10.74;5.37;7.63;3.07
Price/Earnings;6.95;8.61;10.35;12.27;8.56;7.42;7.63;5.73;8.99;14.72;6.10;9.54;25.84
Price/Cash Flow;—;—;51.59;—;—;67,971.35;—;—;—;9.00;4.92;—;17.36
Price/Book;0.88;1.07;1.36;0.99;0.91;1.18;0.95;0.71;0.90;0.82;1.03;0.91;4.27
Price/Forward Earnings;8.37;8.17;10.18;9.11;—;9.80;9.61;7.40;9.89;8.97;11.00;9.55;—
PEG Ratio;1.52;2.72;3.39;3.04;—;—;—;—;—;—;—;—;—
Earnings Yield %;14.39;11.61;9.66;8.15;11.69;13.48;13.11;17.45;11.12;6.79;16.39;11.97;—
Enterprise Value (Mil);167.11;341.14;443.54;383.86;427.86;562.26;583.38;580.99;697.55;663.72;772.70;626.93;—
Enterprise Value/EBIT;—;—;—;—;—;—;—;—;—;—;10.95;11.53;—
Enterprise Value/EBITDA;—;—;—;—;—;—;—;—;—;—;10.95;11.53;—
