Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;1.65;2.36;3.23;2.10;1.09;0.87;0.98;2.10;2.76;0.61;1.27;3.07
Price/Earnings;—;12.37;21.70;33.40;30.16;10.31;12.09;—;68.24;89.56;52.01;80.49;25.84
Price/Cash Flow;—;13.67;12.26;16.72;12.34;6.71;3.84;5.40;21.58;28.32;6.84;9.88;17.36
Price/Book;—;2.02;3.98;6.45;4.00;1.95;1.34;2.25;2.47;2.99;3.06;2.15;4.27
Price/Forward Earnings;—;7.70;17.24;22.17;16.31;10.15;10.18;8.38;46.30;10.50;10.53;13.03;—
PEG Ratio;—;0.38;1.15;1.11;—;—;1.02;—;—;0.70;—;—;—
Earnings Yield %;—;8.09;4.61;2.99;3.32;9.70;8.27;-5.12;1.47;1.12;-4.28;3.58;—
Enterprise Value (Bil);—;0.25;0.38;0.52;0.38;0.26;0.18;0.23;0.71;2.21;2.37;0.73;—
Enterprise Value/EBIT;—;10.20;13.62;19.05;19.33;8.41;7.93;—;—;—;50.14;15.84;—
Enterprise Value/EBITDA;—;7.67;10.92;13.87;13.23;6.28;4.83;17.04;50.86;158.10;21.57;37.92;—
