Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;—;3.45;3.46;5.56;4.90;6.35;7.05;7.65;5.59;3.07
Price/Earnings;—;—;—;—;—;60.65;42.60;25.70;44.13;58.71;53.09;48.71;25.84
Price/Cash Flow;—;—;—;—;20.06;15.13;22.41;20.41;22.56;25.27;26.32;21.74;17.36
Price/Book;—;—;—;—;4.10;4.34;6.91;5.65;7.93;8.21;7.92;6.64;4.27
Price/Forward Earnings;—;—;—;—;23.47;18.76;25.77;20.66;27.47;29.59;32.47;26.77;—
PEG Ratio;—;—;—;—;1.38;—;—;3.05;2.19;2.49;2.92;—;—
Earnings Yield %;—;—;—;—;-0.53;1.65;2.35;3.89;2.27;1.70;1.88;2.31;—
Enterprise Value (Bil);—;—;—;—;7.10;7.88;12.14;14.42;19.69;21.99;24.12;15.57;—
Enterprise Value/EBIT;—;—;—;—;52.61;31.61;28.41;30.67;32.76;38.37;38.17;33.08;—
Enterprise Value/EBITDA;—;—;—;—;17.27;14.93;18.42;19.21;20.50;23.46;24.03;19.66;—
