Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.07;0.05;0.06;0.06;0.07;0.05;0.11;0.06;0.13;0.16;0.24;0.10;1.50
Price/Earnings;19.66;16.43;12.89;—;106.40;—;—;—;9.21;3.18;4.77;5.99;24.83
Price/Cash Flow;4,664.20;2.55;1.87;1.94;—;2.05;14.96;—;6.96;—;2.34;6.40;11.13
Price/Book;0.72;0.62;0.51;0.54;0.52;0.36;1.29;1.02;0.72;0.73;1.09;0.79;1.87
Price/Forward Earnings;—;7.95;7.91;—;—;—;—;—;—;—;—;—;—
PEG Ratio;—;0.40;0.40;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;5.09;6.09;7.76;-0.87;0.94;-3.50;-53.66;-50.12;10.85;31.42;20.95;-5.87;—
Enterprise Value (Mil);18.40;6.83;13.64;15.49;6.83;3.07;11.95;23.02;12.74;21.85;29.89;18.06;—
Enterprise Value/EBIT;14.99;3.65;10.24;86.75;—;—;—;—;6.19;4.04;5.52;6.53;—
Enterprise Value/EBITDA;14.97;2.42;5.45;12.30;20.14;3.32;—;—;4.59;3.25;4.45;2.92;—
