Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.65;1.96;2.08;2.20;2.82;2.33;2.74;1.83;1.63;1.30;164.23;5.49;1.43
Price/Earnings;13.61;23.20;29.82;28.30;25.19;13.76;18.46;10.98;10.87;—;4.40;13.51;20.03
Price/Cash Flow;6.90;10.07;11.36;10.20;9.76;7.45;9.03;6.34;6.05;—;19.05;7.63;9.79
Price/Book;0.25;1.26;1.31;1.44;1.85;1.70;2.03;1.44;1.35;1.07;1.48;1.46;1.83
Price/Forward Earnings;10.67;11.19;22.68;18.45;17.95;14.49;15.77;10.28;10.54;-7.91;—;14.16;—
PEG Ratio;0.83;1.14;2.09;0.94;0.89;1.07;1.16;0.85;1.38;—;—;1.08;—
Earnings Yield %;7.35;4.31;3.35;3.53;3.97;7.27;5.42;9.11;9.20;-55.60;-40.47;-3.73;—
Enterprise Value (Bil);14.87;38.03;16.82;44.06;18.42;46.96;22.81;43.73;44.87;38.90;49.10;43.43;—
Enterprise Value/EBIT;6.53;23.22;12.09;28.74;9.14;15.39;7.96;12.86;13.45;—;10.03;14.74;—
Enterprise Value/EBITDA;3.91;12.02;5.65;13.91;5.06;9.81;4.84;8.07;8.23;—;4.96;9.05;—
