Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.22;0.24;0.44;0.33;0.31;0.67;1.16;1.90;2.84;4.32;4.50;2.19;3.07
Price/Earnings;—;—;—;—;—;—;—;—;150.08;548.60;41.04;251.47;25.84
Price/Cash Flow;12.24;4.40;15.57;—;92.01;—;—;—;61.15;155.31;54.75;84.22;17.36
Price/Book;0.58;0.88;1.45;1.26;0.94;2.68;2.06;2.86;3.39;4.04;3.76;2.98;4.27
Price/Forward Earnings;38.17;-28.74;54.05;—;—;—;35.84;40.82;41.84;92.59;123.46;73.16;—
PEG Ratio;2.93;—;—;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;-10.39;-47.91;-30.60;-28.69;-12.93;-14.05;-2.83;-1.56;0.67;0.18;2.44;-2.91;—
Enterprise Value (Bil);0.74;0.89;1.03;0.94;0.66;0.97;1.22;1.57;2.08;3.35;3.46;1.83;—
Enterprise Value/EBIT;27.27;—;—;—;60.11;—;108.36;—;53.73;102.93;110.47;-36.28;—
Enterprise Value/EBITDA;11.79;89.50;368.93;53.84;14.46;462.71;36.23;105.29;30.39;49.27;53.53;171.62;—
