Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;4.07;4.69;5.42;6.06;6.55;6.51;8.70;7.30;10.93;9.71;6.61;8.28;3.07
Price/Earnings;21.00;19.26;18.49;22.25;23.84;25.03;29.50;24.42;63.43;47.77;28.35;34.45;25.84
Price/Cash Flow;9.47;9.66;10.90;13.08;14.24;14.16;17.95;15.64;31.06;22.22;17.72;19.61;17.36
Price/Book;2.52;2.57;2.78;2.92;3.04;2.91;3.60;2.98;2.68;2.50;2.37;2.96;4.27
Price/Forward Earnings;20.49;17.99;16.95;20.75;21.69;21.46;27.03;22.73;29.94;28.49;27.70;25.64;—
PEG Ratio;2.01;2.71;2.92;3.58;—;—;—;—;—;3.96;3.21;—;—
Earnings Yield %;4.76;5.19;5.41;4.49;4.19;3.99;3.39;4.09;1.58;2.09;3.53;3.18;—
Enterprise Value (Bil);4.65;5.23;5.79;6.37;7.01;7.18;9.02;8.49;11.44;17.09;17.16;10.64;—
Enterprise Value/EBIT;15.31;15.90;18.72;20.25;21.75;23.50;26.75;24.18;46.08;41.44;28.00;31.63;—
Enterprise Value/EBITDA;11.02;11.73;13.38;14.43;15.56;16.43;19.07;17.10;28.57;26.74;19.14;21.28;—
