Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.22;1.75;2.36;3.08;3.86;4.41;3.00;2.92;3.10;7.97;12.37;4.38;3.07
Price/Earnings;45.70;50.75;83.38;—;22.99;23.01;20.26;—;58.22;2,775.36;4,131.25;199.34;25.84
Price/Cash Flow;22.99;20.92;60.27;57.96;16.97;18.91;23.06;28.09;37.86;104.50;69.80;44.00;17.36
Price/Book;7.12;5.26;4.81;6.14;5.00;4.34;2.45;2.13;2.80;9.57;16.94;4.28;4.27
Price/Forward Earnings;30.40;31.85;55.56;24.15;18.42;23.98;—;40.16;29.94;—;136.99;45.23;—
PEG Ratio;2.03;1.45;2.78;1.61;1.84;—;—;2.87;—;—;—;2.13;—
Earnings Yield %;2.19;1.97;1.20;-0.08;4.35;4.35;4.94;-0.47;1.72;0.04;-1.93;1.93;—
Enterprise Value (Bil);0.98;0.83;1.06;1.48;1.59;1.68;0.86;0.65;0.97;3.77;7.84;1.75;—
Enterprise Value/EBIT;39.25;27.50;90.93;728.68;12.73;14.36;9.28;26.77;—;94.54;115.19;50.68;—
Enterprise Value/EBITDA;23.69;15.17;26.77;52.64;10.81;12.43;8.06;22.96;—;62.34;96.30;35.40;—
