Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.17;0.10;0.12;0.15;0.10;0.19;0.71;0.67;1.01;1.38;1.30;0.79;3.01
Price/Earnings;11.64;—;—;—;—;—;41.07;11.27;18.64;23.01;22.55;54.61;25.53
Price/Cash Flow;4.53;4.75;6.48;—;8.12;12.30;36.44;—;15.23;29.44;18.13;33.49;17.03
Price/Book;1.36;0.79;0.98;1.27;1.10;1.46;5.24;2.40;5.71;8.02;11.66;5.23;4.19
Price/Forward Earnings;9.91;8.62;52.36;—;—;—;—;—;—;—;—;—;—
PEG Ratio;0.76;0.66;4.03;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;8.59;-2.28;-12.27;-6.30;-29.07;-6.16;2.43;8.87;5.37;4.35;4.44;3.45;—
Enterprise Value (Bil);0.48;0.21;0.25;0.37;0.18;0.17;1.06;0.59;0.92;1.35;1.42;0.81;—
Enterprise Value/EBIT;6.01;—;—;—;—;49.04;22.40;6.87;14.19;17.48;17.89;17.59;—
Enterprise Value/EBITDA;4.95;—;—;917.03;—;14.42;19.19;6.50;13.32;16.58;17.03;13.97;—
