Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;6.03;4.06;2.57;2.35;3.27;2.23;2.44;1.88;2.84;8.71;11.22;3.60;3.07
Price/Earnings;209.67;40.58;—;—;—;—;—;—;45.72;440.90;546.80;172.67;25.84
Price/Cash Flow;22.24;14.05;12.07;12.63;12.93;7.69;12.49;8.67;12.89;50.57;63.78;18.67;17.36
Price/Book;3.07;2.53;1.83;1.80;2.67;2.25;2.48;2.21;2.35;10.98;15.02;4.29;4.27
Price/Forward Earnings;14.18;11.55;15.48;12.45;14.04;9.40;14.86;11.12;21.23;58.82;68.49;22.82;—
PEG Ratio;1.00;0.72;1.29;0.78;1.17;0.78;1.24;0.93;4.25;11.76;13.73;3.73;—
Earnings Yield %;0.48;2.46;-2.43;-3.29;-1.81;-0.27;-3.18;-4.16;2.19;0.23;0.18;-0.88;—
Enterprise Value (Bil);8.00;8.43;6.33;6.18;7.64;6.19;6.52;5.52;6.25;13.86;18.12;7.84;—
Enterprise Value/EBIT;119.95;61.81;154.06;—;200.65;46.05;172.13;—;42.86;133.29;129.70;135.91;—
Enterprise Value/EBITDA;33.68;25.69;25.35;31.01;28.44;16.92;23.94;42.20;20.52;62.87;70.70;37.20;—
