Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.04;1.17;1.23;1.30;1.31;1.73;1.60;1.45;1.79;1.93;1.67;1.69;3.07
Price/Earnings;12.96;15.48;17.16;21.01;15.16;21.70;20.08;16.39;21.83;17.20;15.16;19.09;25.84
Price/Cash Flow;5.15;4.68;5.29;8.81;7.12;8.03;10.49;7.62;9.39;6.60;5.85;8.31;17.36
Price/Book;1.32;1.40;1.49;1.87;1.63;1.94;2.09;1.97;2.32;1.91;1.72;2.03;4.27
Price/Forward Earnings;14.51;12.18;13.33;18.90;16.21;18.45;19.38;17.57;19.72;17.01;15.87;18.56;—
PEG Ratio;3.96;5.21;2.35;3.53;3.49;3.54;3.18;3.11;4.30;3.07;—;3.69;—
Earnings Yield %;7.71;6.46;5.83;4.76;6.60;4.61;4.98;6.10;4.58;5.82;6.60;5.29;—
Enterprise Value (Bil);17.19;18.36;19.70;24.06;23.83;27.51;32.14;33.68;40.81;42.40;40.73;35.54;—
Enterprise Value/EBIT;11.78;13.11;14.31;16.87;13.42;18.84;18.26;18.70;22.50;19.13;17.72;19.33;—
Enterprise Value/EBITDA;6.98;7.59;8.01;9.38;8.86;11.52;11.52;11.61;13.45;11.73;10.84;11.89;—
