Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.19;1.55;2.58;2.73;3.19;4.26;4.78;4.33;6.32;10.52;11.93;6.21;3.07
Price/Earnings;20.97;23.80;31.65;32.46;47.05;45.85;39.47;47.82;49.29;68.60;65.66;51.26;25.84
Price/Cash Flow;10.30;10.49;15.67;18.79;23.29;29.36;29.50;24.93;33.90;49.80;55.05;33.96;17.36
Price/Book;1.85;2.58;4.12;3.91;4.37;5.43;5.54;5.37;7.49;12.20;14.76;7.53;4.27
Price/Forward Earnings;15.04;14.29;21.23;26.60;30.77;32.15;33.67;28.74;43.67;62.11;53.48;42.65;—
PEG Ratio;0.75;0.97;1.44;1.80;—;—;—;2.27;—;4.75;5.08;—;—
Earnings Yield %;4.77;4.20;3.16;3.08;2.13;2.18;2.53;2.09;2.03;1.46;1.52;2.03;—
Enterprise Value (Bil);1.54;2.12;3.61;3.89;4.40;6.23;7.29;7.16;11.01;20.77;26.84;10.93;—
Enterprise Value/EBIT;17.15;16.88;22.81;21.93;33.82;33.02;32.62;29.55;38.12;55.87;53.91;38.37;—
Enterprise Value/EBITDA;9.24;10.46;14.95;14.54;20.12;22.26;22.92;20.74;28.07;43.39;44.00;28.74;—
