Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;0.38;0.52;0.57;0.63;0.75;0.77;1.21;1.06;1.35;0.88;3.07
Price/Earnings;—;—;26.55;23.60;19.83;21.17;25.83;18.46;29.95;25.99;29.88;23.69;25.84
Price/Cash Flow;—;—;12.69;17.53;19.11;18.13;20.47;13.30;21.61;17.66;17.78;17.22;17.36
Price/Book;—;—;6.09;6.77;6.57;8.43;13.18;10.31;21.84;15.10;21.19;13.90;4.27
Price/Forward Earnings;—;—;17.06;14.31;12.59;14.66;16.34;14.47;21.41;19.96;23.42;17.68;—
PEG Ratio;—;—;—;—;1.04;—;1.26;1.11;—;—;—;—;—
Earnings Yield %;—;—;3.77;4.24;5.04;4.72;3.87;5.42;3.34;3.85;3.35;4.31;—
Enterprise Value (Bil);—;—;7.08;8.86;10.24;11.48;13.97;14.94;23.63;22.14;28.31;17.22;—
Enterprise Value/EBIT;—;—;16.29;15.01;13.56;14.31;17.78;15.46;21.91;20.14;22.98;17.60;—
Enterprise Value/EBITDA;—;—;11.03;11.10;10.54;10.88;13.37;12.14;17.59;14.59;17.57;13.69;—
