Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.45;0.65;1.03;1.31;1.39;1.62;1.73;1.97;2.59;2.92;3.54;2.18;1.50
Price/Earnings;14.68;12.08;18.53;24.43;25.24;27.39;28.65;25.71;38.27;50.24;62.70;33.91;24.83
Price/Cash Flow;7.17;7.59;11.92;15.35;15.28;14.00;13.07;16.43;19.34;18.38;20.55;16.29;11.13
Price/Book;0.81;1.10;1.83;2.25;2.61;3.20;3.80;4.12;5.59;6.72;8.44;4.67;1.87
Price/Forward Earnings;8.11;9.79;14.66;14.73;17.51;16.75;17.18;17.27;24.15;28.99;33.44;22.53;—
PEG Ratio;1.51;0.93;1.39;1.40;—;—;—;—;—;—;—;—;—
Earnings Yield %;6.81;8.28;5.40;4.09;3.96;3.65;3.49;3.89;2.61;1.99;1.59;3.13;—
Enterprise Value (Bil);0.85;1.43;2.46;3.14;4.80;5.73;8.29;9.30;15.46;18.26;22.56;11.68;—
Enterprise Value/EBIT;6.18;7.22;11.76;15.37;17.41;19.22;21.53;26.19;28.16;35.19;41.32;26.28;—
Enterprise Value/EBITDA;3.65;4.78;7.83;10.05;11.28;12.29;13.35;15.60;16.99;17.87;21.63;15.44;—
