Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.82;1.20;1.11;0.97;1.03;1.38;1.84;1.31;1.53;2.76;2.15;1.61;3.07
Price/Earnings;11.35;—;—;—;—;106.92;21.73;15.16;—;—;51.74;45.77;25.84
Price/Cash Flow;18.56;20.13;60.99;46.33;8.23;24.53;21.07;10.52;108.01;38.02;40.77;28.17;17.36
Price/Book;0.94;0.95;1.03;1.20;1.34;1.55;2.24;2.12;1.92;3.39;2.34;1.98;4.27
Price/Forward Earnings;10.81;400.00;-18.25;-35.34;—;—;—;10.36;—;—;15.41;—;—
PEG Ratio;0.40;14.87;—;—;—;—;—;1.04;—;—;—;—;—
Earnings Yield %;8.81;-4.61;-12.38;-0.42;-0.17;0.94;4.60;6.60;-13.83;-2.85;1.93;-2.08;—
Enterprise Value (Bil);0.17;0.16;0.21;0.24;0.23;0.24;0.49;0.49;1.18;1.81;1.71;0.78;—
Enterprise Value/EBIT;6.48;—;—;145.33;29.20;146.60;14.85;13.95;—;—;35.45;34.80;—
Enterprise Value/EBITDA;4.65;—;—;15.84;11.22;19.43;11.66;10.93;—;88.08;17.00;37.40;—
