Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;5.53;5.70;6.75;6.42;6.51;6.13;7.80;7.82;9.79;12.52;10.38;8.88;3.07
Price/Earnings;26.40;26.55;31.45;30.36;25.97;29.52;35.42;28.03;53.53;51.51;41.28;39.76;25.84
Price/Cash Flow;16.85;18.69;21.22;21.85;20.36;24.58;24.84;20.14;26.14;34.55;25.37;25.60;17.36
Price/Book;—;33.45;22.79;13.93;9.92;9.18;9.46;8.35;11.81;13.96;10.44;10.55;4.27
Price/Forward Earnings;20.83;22.22;24.39;23.04;24.27;24.75;27.47;24.39;31.45;38.17;34.84;29.85;—
PEG Ratio;1.54;1.85;2.03;1.92;—;—;—;—;—;—;—;—;—
Earnings Yield %;3.79;3.77;3.18;3.29;3.85;3.39;2.82;3.57;1.87;1.94;2.42;2.68;—
Enterprise Value (Bil);8.12;10.67;12.13;10.95;16.05;15.67;18.56;20.31;27.00;37.02;31.85;23.78;—
Enterprise Value/EBIT;16.60;18.03;19.32;17.15;19.56;19.48;23.57;23.94;38.45;37.41;30.70;28.91;—
Enterprise Value/EBITDA;14.35;15.33;16.01;14.04;15.96;14.66;18.36;17.93;26.57;27.62;22.72;21.27;—
