Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.22;1.12;1.40;1.31;0.93;1.31;1.01;0.75;0.91;0.78;1.39;0.97;3.07
Price/Earnings;21.50;13.44;31.75;161.67;14.98;107.48;—;—;45.87;—;52.60;73.11;25.84
Price/Cash Flow;33.84;13.44;9.23;22.18;9.36;9.85;30.27;—;10.37;8.21;6.59;11.63;17.36
Price/Book;2.46;2.09;1.92;1.74;1.34;1.73;1.20;0.99;1.52;1.00;1.52;1.29;4.27
Price/Forward Earnings;10.02;9.52;18.76;24.51;—;—;—;—;—;—;—;—;—
PEG Ratio;0.50;0.53;26.05;34.07;—;—;—;—;—;—;—;—;—
Earnings Yield %;4.65;7.44;3.15;0.62;6.68;0.93;-2.59;-6.63;2.18;-2.22;-5.84;-0.87;—
Enterprise Value (Mil);607.63;574.77;615.85;557.77;409.37;478.08;355.54;320.81;418.39;257.02;377.07;368.09;—
Enterprise Value/EBIT;12.26;7.96;19.20;107.51;8.60;111.03;—;—;29.14;—;29.80;45.59;—
Enterprise Value/EBITDA;9.86;6.74;13.32;25.99;6.10;18.87;61.89;16.03;12.50;19.06;19.08;38.99;—
