Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.93;1.82;1.98;2.05;1.84;2.28;3.54;3.08;4.95;5.46;7.20;3.74;1.50
Price/Earnings;16.59;13.41;14.39;23.84;22.28;39.14;41.63;23.05;36.39;40.77;43.66;33.29;24.83
Price/Cash Flow;11.11;13.00;13.18;14.16;18.56;17.68;22.03;14.18;18.50;49.80;32.65;22.13;11.13
Price/Book;1.34;1.56;1.79;1.93;1.85;2.45;4.36;5.62;7.89;7.42;7.96;5.18;1.87
Price/Forward Earnings;11.75;15.36;13.95;14.60;15.15;19.01;20.92;16.37;20.45;25.19;31.35;21.35;—
PEG Ratio;0.93;3.27;2.90;3.03;—;—;1.19;2.40;—;2.85;2.12;—;—
Earnings Yield %;6.03;7.45;6.95;4.19;4.49;2.56;2.40;4.34;2.75;2.45;2.29;3.13;—
Enterprise Value (Bil);17.82;20.18;22.50;24.02;25.19;31.91;54.01;54.54;79.11;82.14;99.93;58.72;—
Enterprise Value/EBIT;12.47;11.08;12.27;18.93;18.25;27.10;29.79;16.95;19.40;28.36;32.03;22.74;—
Enterprise Value/EBITDA;10.06;9.63;10.63;15.20;14.39;20.09;23.51;14.46;16.23;19.07;21.92;17.61;—
