Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.66;2.14;2.39;2.38;2.29;2.70;3.49;3.37;4.50;6.53;6.64;3.92;3.01
Price/Earnings;18.28;24.31;33.03;28.26;32.19;33.90;41.57;60.01;41.36;56.66;56.38;43.95;25.53
Price/Cash Flow;14.26;19.62;19.83;24.78;24.14;20.93;22.46;32.84;23.24;29.48;32.22;25.01;17.03
Price/Book;2.44;3.96;4.23;4.01;3.71;4.26;5.08;4.85;5.84;7.80;7.78;5.29;4.19
Price/Forward Earnings;18.76;21.28;24.39;23.75;25.45;28.41;34.13;28.41;37.04;50.76;50.51;35.77;—
PEG Ratio;1.65;2.03;2.32;2.26;—;—;—;—;—;—;—;—;—
Earnings Yield %;5.47;4.11;3.03;3.54;3.11;2.95;2.41;1.67;2.42;1.76;1.77;2.39;—
Enterprise Value (Bil);0.44;0.74;0.85;0.91;0.91;1.11;1.42;1.46;1.86;2.65;2.80;1.62;—
Enterprise Value/EBIT;12.51;16.61;22.52;18.85;22.29;21.78;27.60;41.18;30.73;41.21;41.91;30.82;—
Enterprise Value/EBITDA;9.91;13.07;16.66;14.61;14.91;15.18;18.94;24.26;22.04;29.64;30.19;21.09;—
