Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.52;0.78;0.89;0.60;0.82;0.67;0.89;0.34;0.31;0.40;0.52;0.50;3.07
Price/Earnings;15.93;21.61;27.40;25.74;33.21;30.92;38.88;30.21;—;—;47.49;31.58;25.84
Price/Cash Flow;11.93;21.84;25.34;25.02;18.90;23.07;12.41;4.07;10.29;5.77;7.37;11.34;17.36
Price/Book;1.74;2.35;2.63;1.68;2.76;2.09;2.43;1.15;1.18;1.58;2.41;1.69;4.27
Price/Forward Earnings;12.82;14.14;21.41;18.02;22.57;19.72;23.04;8.85;12.06;14.66;14.35;14.92;—
PEG Ratio;0.73;0.67;1.01;0.85;—;—;—;—;—;—;—;—;—
Earnings Yield %;6.28;4.63;3.65;3.88;3.01;3.23;2.57;3.31;-1.59;-3.78;2.11;0.61;—
Enterprise Value (Bil);1.12;1.86;2.21;1.57;2.62;3.87;4.96;5.06;5.12;5.76;5.99;5.16;—
Enterprise Value/EBIT;10.79;13.11;17.00;15.91;22.35;18.86;22.95;24.73;34.68;282.47;19.96;42.38;—
Enterprise Value/EBITDA;8.69;11.12;13.77;12.18;17.22;12.67;14.91;12.46;12.04;14.00;11.05;14.62;—
