Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.92;1.19;1.49;1.68;2.17;1.46;1.41;1.47;1.42;1.53;1.61;1.51;1.89
Price/Earnings;20.32;16.25;25.30;20.79;36.83;17.11;9.37;7.70;10.22;10.72;11.75;11.08;18.67
Price/Cash Flow;6.73;11.59;30.67;12.54;16.68;94.94;7.98;6.15;7.01;8.75;7.97;19.54;10.50
Price/Book;0.60;1.67;2.16;2.51;2.97;2.22;2.22;2.25;2.06;2.25;2.30;2.25;1.64
Price/Forward Earnings;19.76;23.15;23.70;24.04;37.74;16.64;14.16;15.17;15.82;15.02;15.38;16.23;—
PEG Ratio;3.94;5.22;2.76;1.45;1.86;0.87;0.99;2.95;—;12.01;—;6.81;—
Earnings Yield %;4.92;6.15;3.95;4.81;2.72;5.84;10.67;12.99;9.79;9.33;8.51;9.81;—
Enterprise Value (Bil);4.22;9.43;11.76;13.76;17.43;12.71;13.30;14.11;13.64;17.66;17.98;14.69;—
Enterprise Value/EBIT;18.02;24.42;35.74;27.04;33.46;22.11;13.69;12.87;13.65;18.75;18.96;16.03;—
Enterprise Value/EBITDA;8.63;15.30;20.85;18.65;22.91;15.73;11.04;10.42;10.50;13.84;13.81;12.25;—
