Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.59;1.96;1.65;1.42;0.91;1.46;3.72;1.19;1.96;1.04;1.11;1.67;1.50
Price/Earnings;13.24;27.90;44.40;—;—;—;270.80;6.62;—;76.75;160.00;87.26;24.83
Price/Cash Flow;7.53;—;67.13;—;7.44;—;22.05;13.86;—;99.40;115.26;33.22;11.13
Price/Book;2.30;2.05;1.84;1.34;0.89;1.45;5.08;1.97;3.20;1.86;1.77;2.34;1.87
Price/Forward Earnings;13.91;16.37;13.02;—;—;—;—;—;25.64;22.52;52.91;—;—
PEG Ratio;6.95;—;—;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;7.55;3.58;2.25;-4.55;-23.81;-18.69;0.37;15.11;-4.12;1.30;0.63;-3.05;—
Enterprise Value (Mil);42.02;47.97;38.82;30.19;16.33;19.87;73.58;35.79;54.24;32.96;34.75;37.81;—
Enterprise Value/EBIT;9.29;24.29;37.73;—;—;—;135.50;5.82;—;62.31;149.79;46.72;—
Enterprise Value/EBITDA;6.83;17.40;20.29;591.89;—;—;38.64;4.26;—;22.32;22.70;114.19;—
