Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.25;0.49;1.10;1.75;1.81;2.18;2.69;0.88;0.36;0.12;0.08;1.21;3.07
Price/Earnings;23.60;—;—;—;—;30.59;—;—;—;—;—;60.46;25.84
Price/Cash Flow;13.96;13.23;54.70;—;63.75;29.08;25.29;17.11;5.85;1.53;1.01;15.54;17.36
Price/Book;1.22;3.14;15.79;13.04;7.83;8.53;7.69;2.76;2.36;1.07;0.71;4.73;4.27
Price/Forward Earnings;—;-22.78;-14.58;52.91;25.06;26.60;52.63;17.04;90.91;-2.78;—;70.05;—
PEG Ratio;—;—;—;—;0.74;0.76;1.51;0.49;2.59;—;—;1.73;—
Earnings Yield %;4.24;-2.86;-10.96;-5.67;-2.93;3.27;-1.19;-21.34;-21.85;-79.55;-120.34;-28.68;—
Enterprise Value (Bil);0.05;0.09;0.25;0.53;0.83;1.47;3.12;4.47;4.15;3.73;3.66;3.47;—
Enterprise Value/EBIT;16.07;23.69;—;—;—;53.05;188.50;—;80.04;113.39;111.23;110.40;—
Enterprise Value/EBITDA;7.27;8.21;56.24;48.05;23.59;16.70;24.42;43.52;13.74;13.03;12.78;24.52;—
