Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.52;0.76;0.86;1.08;1.89;1.39;1.25;0.84;0.65;0.53;0.54;0.91;1.50
Price/Earnings;35.31;14.96;20.41;18.58;23.65;24.13;25.17;14.56;12.04;15.64;21.68;18.38;24.83
Price/Cash Flow;5.16;6.87;6.92;7.53;11.96;14.17;28.67;11.18;5.92;2.55;3.19;11.79;11.13
Price/Book;0.91;1.30;1.44;1.68;2.91;2.99;3.07;1.90;1.41;1.10;1.05;2.02;1.87
Price/Forward Earnings;11.74;10.81;16.00;—;—;16.78;—;—;—;—;—;—;—
PEG Ratio;4.35;0.20;0.29;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;2.83;6.69;4.90;5.38;4.23;4.14;3.97;6.87;8.31;6.39;4.61;6.15;—
Enterprise Value (Bil);0.18;0.39;0.41;0.48;0.83;1.12;1.23;0.93;0.81;0.63;0.61;0.93;—
Enterprise Value/EBIT;22.66;13.05;17.77;13.79;16.76;19.55;18.06;13.02;11.43;14.51;22.79;15.45;—
Enterprise Value/EBITDA;6.24;7.57;9.17;8.08;10.94;12.37;10.61;8.02;6.41;6.11;7.02;8.64;—
