Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.66;1.60;2.25;1.92;2.03;3.91;4.06;1.38;2.82;2.94;4.89;3.04;3.01
Price/Earnings;14.28;20.33;27.55;25.73;21.28;38.38;33.52;10.62;74.93;—;143.45;36.92;25.53
Price/Cash Flow;15.36;12.71;15.81;16.66;13.07;31.85;18.20;11.13;22.26;17.48;195.96;22.16;17.03
Price/Book;1.99;1.81;2.44;1.84;1.98;3.70;6.02;1.96;3.13;3.95;8.18;3.87;4.19
Price/Forward Earnings;12.52;12.89;17.57;15.11;14.97;15.95;18.28;9.29;23.31;20.70;30.30;19.24;—
PEG Ratio;0.83;0.89;1.21;1.04;—;—;—;—;—;—;—;—;—
Earnings Yield %;7.00;4.92;3.63;3.89;4.70;2.61;2.98;9.41;1.33;-11.45;-2.45;0.72;—
Enterprise Value (Bil);1.01;1.04;1.60;1.19;1.25;2.99;7.12;2.69;4.12;3.71;6.65;4.14;—
Enterprise Value/EBIT;8.17;12.36;19.10;15.03;12.54;24.09;21.17;6.94;52.03;—;119.65;26.14;—
Enterprise Value/EBITDA;6.64;9.15;13.34;10.32;9.42;18.87;16.16;5.37;21.06;—;100.44;16.77;—
