Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;15.18;12.32;6.36;10.08;10.96;6.99;6.08;6.09;9.00;3.01
Price/Earnings;—;—;—;—;—;—;—;—;—;—;—;—;25.53
Price/Cash Flow;—;—;—;—;—;118.07;97.39;58.62;36.91;40.64;58.16;89.03;17.03
Price/Book;—;—;—;14.27;8.87;7.86;16.28;14.59;10.47;10.64;10.40;13.27;4.19
Price/Forward Earnings;—;—;—;—;-39.53;-128.21;357.14;113.64;86.96;3,333.33;—;459.38;—
PEG Ratio;—;—;—;—;—;—;—;8.10;4.34;181.67;—;—;—
Earnings Yield %;—;—;—;-3.14;-3.43;-4.92;-1.94;-0.63;-1.60;-3.39;-4.73;-2.31;—
Enterprise Value (Bil);—;—;—;1.54;1.61;1.28;2.95;4.30;3.60;3.79;4.01;3.50;—
Enterprise Value/EBIT;—;—;—;—;—;—;—;—;—;—;-168.21;—;—
Enterprise Value/EBITDA;—;—;—;—;—;—;—;252.23;129.28;—;456.72;—;—
