Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.91;1.81;1.91;2.41;1.87;2.28;2.64;2.21;2.16;2.04;2.98;2.32;3.01
Price/Earnings;440.00;29.57;74.02;20.46;45.02;135.33;46.58;38.13;23.09;64.09;38.01;52.66;25.53
Price/Cash Flow;10.44;12.55;12.34;15.76;11.57;11.81;15.62;11.09;9.55;8.99;13.33;11.74;17.03
Price/Book;3.11;5.13;5.49;17.80;9.40;4.03;5.72;4.79;6.06;9.07;12.92;6.37;4.19
Price/Forward Earnings;23.20;22.32;22.83;27.86;19.96;27.32;27.93;31.15;24.94;21.01;31.75;29.73;—
PEG Ratio;1.70;2.36;1.71;2.54;2.74;2.64;1.92;3.57;—;—;—;2.99;—
Earnings Yield %;0.23;3.38;1.35;4.89;2.22;0.74;2.15;2.62;4.33;1.56;2.63;2.49;—
Enterprise Value (Bil);8.56;9.48;9.66;12.32;10.39;14.56;17.16;17.31;19.21;19.41;23.24;17.69;—
Enterprise Value/EBIT;26.91;17.45;22.23;24.96;24.25;34.98;28.56;25.54;23.74;31.82;29.56;28.49;—
Enterprise Value/EBITDA;12.72;11.03;12.83;14.64;13.37;17.57;15.49;13.38;13.17;15.30;15.93;14.96;—
