Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;3.17;3.01;3.40;3.11;2.75;3.57;3.93;3.85;4.68;5.13;5.43;4.10;3.01
Price/Earnings;20.57;20.21;21.65;21.10;21.99;24.65;27.08;16.96;28.20;29.45;28.93;24.16;25.53
Price/Cash Flow;11.69;16.41;13.11;12.91;11.59;15.80;19.34;15.71;16.45;16.93;18.20;16.20;17.03
Price/Book;2.01;2.03;2.32;2.24;2.04;2.70;2.86;2.62;3.35;3.62;3.94;2.95;4.19
Price/Forward Earnings;17.95;17.48;17.83;18.12;17.76;23.58;26.11;19.96;25.91;27.10;28.49;24.36;—
PEG Ratio;1.38;1.58;1.61;1.64;—;—;—;—;—;—;—;—;—
Earnings Yield %;4.86;4.95;4.62;4.74;4.55;4.06;3.69;5.90;3.55;3.40;3.46;4.27;—
Enterprise Value (Bil);3.15;3.89;4.86;5.53;5.16;6.90;7.58;8.13;12.36;14.61;16.64;9.79;—
Enterprise Value/EBIT;11.38;12.11;13.27;13.80;13.39;14.90;15.89;16.06;21.15;22.36;23.17;17.63;—
Enterprise Value/EBITDA;9.18;9.72;10.81;11.08;10.44;12.08;12.94;13.29;17.40;18.61;19.41;14.51;—
