Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.44;2.73;3.90;3.95;3.72;3.55;3.56;3.06;3.40;3.45;5.44;3.46;3.07
Price/Earnings;27.16;26.60;37.59;41.69;46.51;44.14;—;77.48;56.45;67.59;63.90;234.77;25.84
Price/Cash Flow;13.57;15.76;21.63;22.18;23.20;23.43;33.82;26.60;26.65;19.90;22.67;27.41;17.36
Price/Book;16.72;14.01;20.32;48.32;—;—;12.95;12.18;14.94;13.72;24.49;27.04;4.27
Price/Forward Earnings;19.69;24.63;25.71;30.58;32.89;—;30.67;29.33;38.76;—;31.85;33.80;—
PEG Ratio;0.87;1.17;1.22;1.71;2.72;—;—;—;—;—;—;—;—
Earnings Yield %;3.68;3.76;2.66;2.40;2.15;2.27;-0.32;1.29;1.77;1.48;1.56;1.39;—
Enterprise Value (Bil);3.35;4.20;6.36;7.40;7.94;8.62;13.88;13.43;16.39;16.44;24.13;14.10;—
Enterprise Value/EBIT;17.02;17.11;23.76;26.41;27.62;28.17;295.94;56.54;43.49;41.42;43.12;5,543.25;—
Enterprise Value/EBITDA;14.54;15.26;21.09;23.27;24.07;23.48;59.94;26.22;25.17;26.81;30.93;32.74;—
