Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.07;0.14;0.35;0.44;0.74;0.46;0.26;0.10;0.07;0.01;0.08;0.17;1.50
Price/Earnings;—;36.56;26.46;—;14.67;34.27;—;—;—;—;—;30.97;24.83
Price/Cash Flow;1.10;2.00;4.83;4.08;7.93;5.43;8.02;2.27;—;2.15;3.32;3.95;11.13
Price/Book;0.67;2.69;5.38;10.73;10.39;3.45;2.47;2.17;2.51;—;4.44;2.56;1.87
Price/Forward Earnings;6.00;7.27;10.87;8.29;14.39;13.14;15.34;10.60;-31.15;-10.85;—;19.89;—
PEG Ratio;3.00;0.75;1.12;0.85;—;—;—;—;—;—;—;—;—
Earnings Yield %;-282.39;2.73;3.78;-4.70;6.82;2.92;-3.14;-58.70;-87.66;-1,174.82;-80.11;-227.58;—
Enterprise Value (Bil);1.20;1.35;2.02;2.16;3.64;2.92;2.08;1.30;1.60;2.01;1.58;1.86;—
Enterprise Value/EBIT;—;5.86;9.40;13.61;12.05;14.55;33.61;—;—;—;-20.23;16.67;—
Enterprise Value/EBITDA;52.35;3.01;4.77;6.27;7.55;7.27;6.81;7.76;10.75;31.47;9.75;11.24;—
