Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.07;0.27;0.36;0.19;0.79;1.61;1.31;1.03;1.33;2.19;1.99;1.39;1.89
Price/Earnings;2.71;—;—;—;26.50;24.67;28.07;8.20;14.59;17.67;14.55;18.50;18.67
Price/Cash Flow;2.21;—;8.16;9.55;9.61;16.89;15.00;9.42;10.05;15.94;9.72;12.15;10.50
Price/Book;0.48;0.71;1.04;0.56;1.44;2.50;2.26;1.41;1.81;3.01;2.56;2.03;1.64
Price/Forward Earnings;-38.02;10.50;13.76;—;—;—;—;—;—;—;—;—;—
PEG Ratio;—;2.56;3.35;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;36.84;-8.33;-10.00;-15.94;3.77;4.05;3.56;12.20;6.85;5.66;6.87;6.75;—
Enterprise Value (Mil);49.99;16.28;23.42;13.35;28.02;64.59;62.51;44.43;61.56;113.66;102.98;63.02;—
Enterprise Value/EBIT;6.54;9.90;19.16;—;17.54;23.47;31.99;8.50;12.60;23.01;12.82;18.04;—
Enterprise Value/EBITDA;4.32;3.27;6.89;13.04;9.83;15.18;16.36;6.24;8.75;14.26;9.23;11.05;—
