Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.13;0.13;0.19;0.18;0.17;0.12;0.13;0.10;0.10;0.11;0.12;0.12;3.07
Price/Earnings;14.64;15.20;33.48;74.51;—;12.37;55.99;9.88;21.04;—;13.93;19.63;25.84
Price/Cash Flow;8.84;17.09;21.00;14.51;5.76;5.56;13.53;11.61;7.68;9.07;14.35;9.97;17.36
Price/Book;3.35;4.25;6.99;10.11;33.77;7.97;9.72;5.35;6.08;—;5.58;6.82;4.27
Price/Forward Earnings;11.75;10.59;19.88;20.24;17.95;13.55;15.08;10.86;11.38;11.71;11.79;12.80;—
PEG Ratio;0.92;0.91;1.71;0.75;0.58;—;1.82;1.44;14.04;3.22;1.32;5.88;—
Earnings Yield %;6.83;6.58;2.99;1.34;-0.60;8.08;1.79;10.12;4.75;-17.03;-15.70;3.10;—
Enterprise Value (Bil);9.18;10.91;16.37;19.96;22.72;18.48;21.05;17.52;18.29;19.53;23.70;20.24;—
Enterprise Value/EBIT;7.59;8.61;18.20;26.58;60.41;12.04;19.73;12.81;15.74;—;19.10;16.06;—
Enterprise Value/EBITDA;6.87;7.65;15.30;21.15;36.31;9.59;14.04;9.33;11.02;—;14.01;11.60;—
