Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;—;—;2.28;2.45;1.67;1.69;1.85;2.39;—;3.07
Price/Earnings;—;—;—;—;—;16.17;16.82;23.04;19.46;13.69;17.97;—;25.84
Price/Cash Flow;—;—;—;—;—;14.17;—;11.91;12.45;11.69;14.79;—;17.36
Price/Book;—;—;—;—;—;—;—;—;—;—;—;—;4.27
Price/Forward Earnings;—;—;—;—;—;17.92;19.88;13.77;14.97;14.03;15.53;15.51;—
PEG Ratio;—;—;—;—;—;3.38;1.84;1.26;1.81;1.29;1.09;1.72;—
Earnings Yield %;—;—;—;—;—;6.19;5.95;4.34;5.14;7.30;5.57;5.75;—
Enterprise Value (Bil);—;—;—;—;—;4.97;6.01;4.86;5.21;5.67;7.63;5.35;—
Enterprise Value/EBIT;—;—;—;—;—;11.57;11.29;12.31;15.41;10.42;12.99;12.18;—
Enterprise Value/EBITDA;—;—;—;—;—;10.63;10.46;10.83;13.05;9.29;11.45;10.82;—
